A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Working hours and XR how fast charging time will show as long as everything is ok.|10 Dec 2018 21:18|||['https://ae01.alicdn.com/kf/UTB8axx7mbPJXKJkSafSq6yqUXXa9.jpg', 'https://ae01.alicdn.com/kf/UTB848ZxE5aMiuJk43PTq6ySmXXau.jpg', 'https://ae01.alicdn.com/kf/UTB87RNtFMQydeJk43PUq6AyQpXa6.jpg']
V***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Shipping to Moscow just over two weeks, with tracking. Packaging very good, all safe. When unpacking odor No. Appearance is very decent. Working excellent charge! I really liked the article! Happy to recommend to buy from this seller! Success and prosperity)))|03 Dec 2018 09:52|||['https://ae01.alicdn.com/kf/UTB8erb1FGrFXKJk43Ovq6ybnpXa7.jpg', 'https://ae01.alicdn.com/kf/UTB8Nap3l__IXKJkSalUq6yBzVXaq.jpg', 'https://ae01.alicdn.com/kf/UTB8snh0FtoSdeJk43Owq6ya4XXak.jpg', 'https://ae01.alicdn.com/kf/UTB81.4Zl9bIXKJkSaefq6yasXXaT.jpg', 'https://ae01.alicdn.com/kf/UTB8OBT0FODEXKJk43Oqq6Az3XXa1.jpg']
M***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Always wanted a wireless charging right to charge 2 devices, ordered, began to wait, after 15 days to me it is a miracle, immediately began to check the phone charging fast, but with no luck, began to warm up and about every 5 minutes off charge and connect again, charge accordingly went very slow, For night charge percent 20…. Wrote to the seller ignore me, had a dispute, off his video to confirm me back tag Bachey, seller like wanted to send a new charge, but did not, like to sell and normal, but this time sent some trash \ Add the complete cable Lightning! Phone Charging, not bad in my opinion)|08 Dec 2018 22:42|||['https://ae01.alicdn.com/kf/UTB8Z_30lVPJXKJkSahVq6xyzFXaP.jpg', 'https://ae01.alicdn.com/kf/UTB8Jnc0lYPJXKJkSafSq6yqUXXak.jpg', 'https://ae01.alicdn.com/kf/UTB8MTZ2l22JXKJkSanrq6y3lVXaq.jpg', 'https://ae01.alicdn.com/kf/UTB8L_Z2l22JXKJkSanrq6y3lVXaM.jpg']
N***o|UA|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Came a month before sending Kharkov. Packed in bag branded with "pupyrkoy". Box is not damaged, is a quality. The set includes the "plate" for recharging and пйфоновский cable. Using ordinary Chinese block for fast charging (3,5 A) simultaneously charging the phone and watch. Looks charger nice and neat. THE bottom side is rubberized "Legs", which prevent sliding and ёрзание on the table. Hope to use performed positive!|10 Dec 2018 05:34|||['https://ae01.alicdn.com/kf/UTB8MOHjF5DEXKJk43Oqq6Az3XXa9.jpg', 'https://ae01.alicdn.com/kf/UTB8gQpBmnzIXKJkSafVq6yWgXXaC.jpg', 'https://ae01.alicdn.com/kf/UTB8ZdlMmevJXKJkSajhq6A7aFXak.jpg', 'https://ae01.alicdn.com/kf/UTB8UlbnFVfFXKJk43Otq6xIPFXa1.jpg', 'https://ae01.alicdn.com/kf/UTB8tfXMmXfJXKJkSamHq6zLyVXad.jpg']
A***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works. Charges and watch and IPhone 8 + right away. Wire ayfonovsky fits. A great thing. Recommend.|11 Dec 2018 18:53|||[]
M***z|CL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Perfect todo, both in the Shipping as the quality of the product|08 Dec 2018 04:25|||['https://ae01.alicdn.com/kf/UTB8L._jE5aMiuJk43PTq6ySmXXaz.jpg', 'https://ae01.alicdn.com/kf/UTB8c_3QlVfJXKJkSamHq6zLyVXa8.jpg']
A***h|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Came quickly, it works. Shop the best! Quality is great. Recommend|27 Nov 2018 02:33|||['https://ae01.alicdn.com/kf/UTB8kRSlFgQydeJk43PUq6AyQpXaU.jpg', 'https://ae01.alicdn.com/kf/UTB8hgetlKvJXKJkSajhq6A7aFXap.jpg', 'https://ae01.alicdn.com/kf/UTB8bxGglJnJXKJkSaiyq6AhwXXar.jpg', 'https://ae01.alicdn.com/kf/UTB8TikEFpfFXKJk43Otq6xIPFXat.jpg']
A***a|PL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|I received my package in two weeks, so fast! Box did not damaged, good packaging. Charger is working and I’m happy!)|27 Nov 2018 08:53|||['https://ae01.alicdn.com/kf/UTB8E.yqlMnJXKJkSaelq6xUzXXad.jpg', 'https://ae01.alicdn.com/kf/UTB8T1ywlHPJXKJkSafSq6yqUXXas.jpg', 'https://ae01.alicdn.com/kf/UTB86jWvlFPJXKJkSahVq6xyzFXaS.jpg', 'https://ae01.alicdn.com/kf/UTB8c9OllHnJXKJkSahGq6xhzFXar.jpg', 'https://ae01.alicdn.com/kf/UTB8LdKClKvJXKJkSajhq6A7aFXa1.jpg']
R***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All good working charges and Watch and phone.|27 Nov 2018 10:42|Rate of charge will clear after. There Are questions to write in A Direct Instagram @ drusrem|27 Nov 2018 10:44|['https://ae01.alicdn.com/kf/UTB8_3oJFqrFXKJk43Ovq6ybnpXaT.jpg', 'https://ae01.alicdn.com/kf/UTB8KpixlT_IXKJkSalUq6yBzVXar.jpg', 'https://ae01.alicdn.com/kf/UTB8.9ANFpfFXKJk43Otq6xIPFXa6.jpg', 'https://ae01.alicdn.com/kf/UTB8nUCrlJnJXKJkSaiyq6AhwXXa8.jpg', 'https://ae01.alicdn.com/kf/UTB8UQKIFdoSdeJk43Owq6ya4XXaR.jpg', 'https://ae01.alicdn.com/kf/UTB8cz1AlL2JXKJkSanrq6y3lVXao.jpg', 'https://ae01.alicdn.com/kf/UTB8ZZ9ulSbIXKJkSaefq6yasXXab.jpg', 'https://ae01.alicdn.com/kf/UTB8kpSylFPJXKJkSahVq6xyzFXaO.jpg', 'https://ae01.alicdn.com/kf/UTB8CleIFdoSdeJk43Owq6ya4XXaX.jpg']
I***V|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great product, come quickly, packed in a bag, a work.|24 Nov 2018 07:09|||['https://ae01.alicdn.com/kf/UTB8DfMTlrPJXKJkSafSq6yqUXXas.jpg', 'https://ae01.alicdn.com/kf/UTB8O4kVlv2JXKJkSanrq6y3lVXaD.jpg', 'https://ae01.alicdn.com/kf/UTB8XQ70luvJXKJkSajhq6A7aFXa7.jpg', 'https://ae01.alicdn.com/kf/UTB88IPhFyDEXKJk43Oqq6Az3XXae.jpg', 'https://ae01.alicdn.com/kf/UTB8vUnpFxHEXKJk43Jeq6yeeXXaE.jpg']
L***l|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Super print checked all work neatly packaged! Recommend iPhone 8 + charge|10 Dec 2018 06:15|||['https://ae01.alicdn.com/kf/UTB8D6waE5aMiuJk43PTq6ySmXXaK.jpg', 'https://ae01.alicdn.com/kf/UTB8BbRFmn_IXKJkSalUq6yBzVXaA.jpg']
A***o|KZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Super! It works, whole box|13 Dec 2018 01:09|||['https://ae01.alicdn.com/kf/UTB8Yt2lmbPJXKJkSafSq6yqUXXaO.jpg']
F***y|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works, and what else is needed. Charges two devices, iPhone slightly heated, Watch too much. Delivery fast enough that-in the region of 2,5 weeks|30 Nov 2018 11:07|||['https://ae01.alicdn.com/kf/UTB8oOIjlTzIXKJkSafVq6yWgXXal.jpg', 'https://ae01.alicdn.com/kf/UTB8XoctlFfJXKJkSamHq6zLyVXaX.jpg']
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|11 nov ordered, shipped the same day, got 28 Nov. All works. But simultaneous charging iPhone X and Apple Watch Series 4 can work steadily.|28 Nov 2018 01:09|||['https://ae01.alicdn.com/kf/UTB8GJOZlHPJXKJkSafSq6yqUXXaV.jpg', 'https://ae01.alicdn.com/kf/UTB8TBuTlSbIXKJkSaefq6yasXXaH.jpg']
A***r|NL|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|This charging pad is awesome. Bracelet apple watch bands beware this is a bit of hassle but for instance the silicone bands have no problem with this pad. Cable was included and it charges really well. Doesnt get hot on long charges.|24 Nov 2018 23:57|||['https://ae01.alicdn.com/kf/UTB8w.Q.lpPJXKJkSahVq6xyzFXay.jpg']
A***n|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Take the goods 11.11, for 16,88 $ is always great, on almost 30 Nov, charge at the same time 2 devices conveniently, but very slow, separately there faster, IPhone X, from 15% to 100% charge in 4:40 in principle, if to lay down the night is not critical. removed one star for the cable, which included, bad quality, with data cable, charge, powered by the original cable, this problem is gone.|02 Dec 2018 14:41|||['https://ae01.alicdn.com/kf/UTB8.W8xl1vJXKJkSajhq6A7aFXac.jpg', 'https://ae01.alicdn.com/kf/UTB8.q8xl1vJXKJkSajhq6A7aFXaK.jpg']
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Order reached quickly. Box a little wrinkled, seen in the photo. And it works.|28 Nov 2018 00:03|||['https://ae01.alicdn.com/kf/UTB8ZYOUlHPJXKJkSafSq6yqUXXaf.jpg', 'https://ae01.alicdn.com/kf/UTB8Wxk7FpfFXKJk43Otq6xIPFXaN.jpg', 'https://ae01.alicdn.com/kf/UTB8xzqPlSbIXKJkSaefq6yasXXaq.jpg']
R***d|IN|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Really great Innovation by Baseus...Liked it...|12 Dec 2018 05:15|||[]
R***t|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Good quality materials. Charge the phone (for 3 hours, X), and the clock|03 Dec 2018 22:47|||['https://ae01.alicdn.com/kf/UTB8IreplYPJXKJkSafSq6yqUXXal.jpg']
M***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Exactly the same description. Charges and watch and phone|24 Nov 2018 09:12|||['https://ae01.alicdn.com/kf/UTB82733lpfJXKJkSamHq6zLyVXa0.jpg', 'https://ae01.alicdn.com/kf/UTB8u27SlDzIXKJkSafVq6yWgXXa5.jpg']
V***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All works fine, very high quality product, it is evident, the seller sent it very quickly, thank you.|01 Dec 2018 13:57|||['https://ae01.alicdn.com/kf/UTB8ipM9lKvJXKJkSajhq6A7aFXau.jpg', 'https://ae01.alicdn.com/kf/UTB8l0M4FdoSdeJk43Owq6ya4XXaz.jpg', 'https://ae01.alicdn.com/kf/UTB8jpM9lKvJXKJkSajhq6A7aFXav.jpg']
V***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|When the clock bracelet charge fail ((((|02 Dec 2018 00:18|||['https://ae01.alicdn.com/kf/UTB8gglXlVPJXKJkSahVq6xyzFXaY.jpg']
A***e|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Came in Moscow for 2 weeks. All match the description. Watch apple Series 3 are charged with the phone.|29 Nov 2018 00:36|||['https://ae01.alicdn.com/kf/UTB8AsbBlKvJXKJkSajhq6A7aFXab.jpg']
M***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All work, quality on top. Looks stylish, recommend seller and device!|10 Dec 2018 00:56|||['https://ae01.alicdn.com/kf/UTB8a2JvmXPJXKJkSahVq6xyzFXa0.jpg']
E***T|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Delivery fast. Packed well, even the package brand logo.|01 Dec 2018 00:16|||['https://ae01.alicdn.com/kf/UTB85YoIlT_IXKJkSalUq6yBzVXak.jpg']
J***e|EE|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great exercise. Can be charged directly watch and phone.|29 Oct 2018 11:19|||['https://ae01.alicdn.com/kf/UTB8iMb0kDzIXKJkSafVq6yWgXXau.jpg', 'https://ae01.alicdn.com/kf/UTB8vqE3EpfFXKJk43Otq6xIPFXay.jpg', 'https://ae01.alicdn.com/kf/UTB8cxbTkrnJXKJkSahGq6xhzFXaj.jpg']
M***v|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Sorry that wrinkle box, apparently not rigid packing including packing shipment for our mail|06 Dec 2018 08:56|||['https://ae01.alicdn.com/kf/UTB87EYKl3nJXKJkSaelq6xUzXXaP.jpg']
T***h|HU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It is a really good quality product. I offer for every body. It is working perfectly.|27 Nov 2018 12:18|||['https://ae01.alicdn.com/kf/UTB8JzCKFdoSdeJk43Owq6ya4XXal.jpg']
T***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Fast shipping. The tested, smart phone and smart watch charging)|01 Dec 2018 02:34|||['https://ae01.alicdn.com/kf/UTB8.QoVlKvJXKJkSajhq6A7aFXaS.jpg']
U***i|IN|width:100%|Plug Type: WHITE|Logistics: China Post Registered Air Mail|Received. well packed. on time. Best quality product as always|29 Nov 2018 21:50|||['https://ae01.alicdn.com/kf/UTB8PLfTlTzIXKJkSafVq6yWgXXaO.jpg']
D***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Cool Charging!!! Really works! Take not regret!|25 Oct 2018 11:29|||['https://ae01.alicdn.com/kf/UTB81CFCkDzIXKJkSafVq6yWgXXai.jpg', 'https://ae01.alicdn.com/kf/UTB8Bam5EpfFXKJk43Otq6xIPFXa5.jpg', 'https://ae01.alicdn.com/kf/UTB84etFkpPJXKJkSahVq6xyzFXaj.jpg']
I***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|IN general, I have a defective, charge only mobile, Watch does not charge. Recorded video, money immediately returned, charging me left.|05 Dec 2018 11:31|||['https://ae01.alicdn.com/kf/UTB8_6bolVfJXKJkSamHq6zLyVXa1.jpg']
G***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All according to the description. Came quickly and packed well. The package disposable adhesive layer, which in the separation of more don't stick together. This Is true only for Mail To Russia. The Only request for sellers to added in the "product description" that this charge works best with 5A power supply. Since I charging your Watch and phone 2.4A power supply from iPad see that energy is not enough in the watch.|30 Nov 2018 01:39|||['https://ae01.alicdn.com/kf/UTB8H.j5lMnJXKJkSaelq6xUzXXag.jpg']
D***R|IN|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Absolutely Brilliant charger, thank you Ali Express for such a wonderful platform to provide very much needed product|01 Nov 2018 06:04|||['https://ae01.alicdn.com/kf/UTB8fJ0OkKvJXKJkSajhq6A7aFXar.jpg', 'https://ae01.alicdn.com/kf/UTB8yy9yENHEXKJk43Jeq6yeeXXac.jpg', 'https://ae01.alicdn.com/kf/UTB8w55fESnEXKJk43Ubq6zLppXa7.jpg']
A***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It's cool, but long wrapping wrinkled|08 Dec 2018 07:06|||['https://ae01.alicdn.com/kf/UTB8syAGl0nJXKJkSaiyq6AhwXXa1.jpg']
N***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Buy battery 18 sept to Khabarovsk less than a month. Get 10 Oct. IN principle, happy. Not fast charge, but there is no problem with forever ломающимися wires, all in one place.|14 Oct 2018 16:14|A month later, want to write about the experience of using. IN general, guys, all very ambiguous. Charges slowly, with a much faster. Private rented phone morning with charging севшим because shifted slightly. Now would have thought about to purchase, or look for other options with fast charging more convenient placing a phone. Yes design dignified, but to put phone in charge, have considerably its "поелозить". No complaints for hours, everything is clear, deepening and no options they сместятся. So think, but I would by unscrewing the time ago did not take this device.|05 Nov 2018 16:41|['https://ae01.alicdn.com/kf/UTB8rfmcj__IXKJkSalUq6yBzVXaR.jpg']
T***a|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|As always, quality excellent|11 Dec 2018 12:06|||[]
S***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Will Be the first of RF. All super, as in other matters and always have this seller. All works. AND the phone and Watch are charged. Shipping ECB 2,5 weeks. Thank You Very Much!|09 Oct 2018 09:03|||['https://ae01.alicdn.com/kf/UTB84.P4DtoSdeJk43Owq6ya4XXaY.jpg']
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|The quality is excellent! Charges with a bang!|03 Dec 2018 09:55|||['https://ae01.alicdn.com/kf/UTB8hC20FODEXKJk43Oqq6Az3XXaL.jpg', 'https://ae01.alicdn.com/kf/UTB8_rBYl0nJXKJkSaiyq6AhwXXaL.jpg']
K***m|SA|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Elegant وشغاله and under experiment|11 Dec 2018 14:32|||[]
AliExpress Shopper|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Beautiful product fast shipping 15 days arrived|27 Nov 2018 05:56|||['https://ae01.alicdn.com/kf/UTB8pFEJFpfFXKJk43Otq6xIPFXaD.jpg', 'https://ae01.alicdn.com/kf/UTB84byqFgQydeJk43PUq6AyQpXaD.jpg']
E***M|KZ|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All OK. Delivery to 3 weeks.|30 Nov 2018 05:56|||['https://ae01.alicdn.com/kf/UTB8FMEclTzIXKJkSafVq6yWgXXay.jpg']
A***P|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All fine and functioning.|01 Dec 2018 08:00|All fine and perfect charges for a week|06 Dec 2018 08:10|['https://ae01.alicdn.com/kf/UTB8gjERlMnJXKJkSaelq6xUzXXaA.jpg', 'https://ae01.alicdn.com/kf/UTB8EGAZlL2JXKJkSanrq6y3lVXaP.jpg', 'https://ae01.alicdn.com/kf/UTB8nIfVlVfJXKJkSamHq6zLyVXaE.jpg']
R***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very quickly, it works! Well Done!|30 Nov 2018 05:04|||['https://ae01.alicdn.com/kf/UTB8ZecalMnJXKJkSaelq6xUzXXaQ.jpg']
K***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Superrrr Charging|28 Nov 2018 07:40|Everything Is cool, charges!!!!|28 Nov 2018 10:35|['https://ae01.alicdn.com/kf/UTB8wiE7FCnEXKJk43Ubq6zLppXaO.jpg', 'https://ae01.alicdn.com/kf/UTB8.ZHhlKvJXKJkSajhq6A7aFXaN.jpg', 'https://ae01.alicdn.com/kf/UTB86IHhlKvJXKJkSajhq6A7aFXas.jpg']
K***i|PK|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|its good charger|26 Nov 2018 08:02|its a very good charger|26 Nov 2018 08:02|['https://ae01.alicdn.com/kf/UTB8cppPlJnJXKJkSaiyq6AhwXXa6.jpg', 'https://ae01.alicdn.com/kf/UTB8q5VYlL2JXKJkSanrq6y3lVXaC.jpg']
A***v|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charges very slow, Watch heat up.|28 Nov 2018 08:30|Phone Charging for about 5 hours, and watch never charged (not satisfied with the purchase.|30 Nov 2018 21:09|['https://ae01.alicdn.com/kf/UTB8X7eGFODEXKJk43Oqq6Az3XXaz.jpg']
A***l|AT|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|All bestens|10 Dec 2018 04:36|||['https://ae01.alicdn.com/kf/UTB8vDlEmbPJXKJkSafSq6yqUXXaO.jpg']
I***a|TR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Cpk güzell|26 Nov 2018 06:28|Much beautiful harıka|29 Nov 2018 01:04|['https://ae01.alicdn.com/kf/UTB8xglJlHnJXKJkSahGq6xhzFXar.jpg', 'https://ae01.alicdn.com/kf/UTB8tNU0EyaMiuJk43PTq6ySmXXaB.jpg']
A***o|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charging looks stylish))), very pleased that iPhone X Xs charge fast!!! I AM very satisfied with the products Baseus, ordered and holders AirPods and magnetic holders in car and so on. All high quality! The Seller is very friendly and outgoing!|08 Dec 2018 20:03|||[]
I***k|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent charge! Watch (AppleWatch3) and phone (iPhoneX) are charged at the same time. Complete soft Cable Lightning. Thank you, Fast shipping, quality on top.|10 Dec 2018 01:56|||[]
G***r|KR|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Neat design for charging dock well will work up like this are you over to four key|28 Nov 2018 01:29|||['https://ae01.alicdn.com/kf/UTB8jOdXFFfFXKJk43Otq6xIPFXag.jpg']
P***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Excellent charge|29 Nov 2018 10:29|||['https://ae01.alicdn.com/kf/UTB837DElTzIXKJkSafVq6yWgXXac.jpg']
J***n|UA|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Very good|31 Oct 2018 10:11|||['https://ae01.alicdn.com/kf/UTB8lvHLEgQydeJk43PUq6AyQpXa2.jpg', 'https://ae01.alicdn.com/kf/UTB80D0jkFfJXKJkSamHq6zLyVXah.jpg', 'https://ae01.alicdn.com/kf/UTB8SThdkHPJXKJkSafSq6yqUXXap.jpg', 'https://ae01.alicdn.com/kf/UTB8jUs_kwnJXKJkSaelq6xUzXXaY.jpg', 'https://ae01.alicdn.com/kf/UTB8xvqPDOaMiuJk43PTq6ySmXXas.jpg']
D***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Packaging without damage. Though is positioned as charger under the Malic products, but my Galaxy 8 + charges without problems, the clock by Samsung trouble-not just takes-falls a bit position Watch. IN general, a good product. Яблочникам go bang)|07 Dec 2018 09:12|||[]
A***a|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Charging Standards, looks good. Connect The adapter to 2a. Not fast charge, but at night iphoneX and AW4 is charged fully. Sometimes The charge on the clock is interrupted and immediately starts again. Xs is the point, but especially not float.|10 Dec 2018 04:45|||[]
AliExpress Shopper|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|As long as it works. I happy|26 Nov 2018 01:27|||['https://ae01.alicdn.com/kf/UTB8kj8GlTzIXKJkSafVq6yWgXXa1.jpg']
A***N|RU|width:80%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|First charged only anything one, or phone or Watch. After the change of normal power adapter everything was OK. Charging fast, powered by the unit system often переставало charge and then again начинало charge. Non-normal power adapter will not operate normally. If The adapter, then it works perfectly|08 Dec 2018 14:26|||[]
S***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Great exercise. Very high quality. Convenient. Super elegant!|09 Dec 2018 09:01|||[]
I***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Delivered quickly. Very good packing. The charging working perfectly. It looks nice|08 Dec 2018 07:42|||[]
I***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Works. Charges via phone case. The Only negative design this complexity charging hours strap hinge type. THE overall content.|10 Dec 2018 07:46|||[]
I***n|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It works! The Phone does not slip, there are a couple of rubber)|30 Nov 2018 11:37|||[]
L***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Everything Is good. Seats for charging two, but one firmly under watch Apple Watch|02 Dec 2018 06:49|||[]
A***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|It works on five +, and phone watch 4 series!|30 Nov 2018 07:10|||[]
Z***v|RU|width:100%|Plug Type: WHITE|Logistics: AliExpress Standard Shipping|Smart charging, looks great and works perfectly and watch and iPhone X loaded. My new desk charger|01 Dec 2018 12:34|||[]
