V***g|RU|width:100%|Color: black 3 together|Ships From: China Logistics: CDEK|Joystick come in good condition, but the packaging was wrinkled. If you do not understand how to connect it to your phone: on YouTube is prompt. Product content)|12 Dec 2018 04:52|||['https://ae01.alicdn.com/kf/UTB8Yr3yFVfFXKJk43Otq6xIPFXax.jpg', 'https://ae01.alicdn.com/kf/UTB8TxOgFRahduJk43Jaq6zM8FXak.jpg', 'https://ae01.alicdn.com/kf/UTB8tSKQmgnJXKJkSaelq6xUzXXa0.jpg', 'https://ae01.alicdn.com/kf/UTB8ZSGRmmbIXKJkSaefq6yasXXaJ.jpg', 'https://ae01.alicdn.com/kf/UTB8ITxjFiaMiuJk43PTq6ySmXXac.jpg']
N***R|UA|width:100%|Color: black 3 together|Ships From: China Logistics: DHL e-commerce|Works like, did not understand how to connect directly. Home + x clamp and ON a search on the phone or other device, service is good, Thank you, all functions is not checked, Aspalt9 works|10 Dec 2018 09:15|||['https://ae01.alicdn.com/kf/UTB8bSYvF4HEXKJk43Jeq6yeeXXaa.jpg', 'https://ae01.alicdn.com/kf/UTB8QZtaFRahduJk43Jaq6zM8FXai.jpg']
A***v|RU|width:100%|Color: black 3 together|Ships From: China Logistics: CDEK|Product through courier in the house. Though the box was battered goods remained intact. Seller recommend!|17 Nov 2018 22:49|||['https://ae01.alicdn.com/kf/UTB8B1g.lXfJXKJkSamHq6zLyVXaa.jpg', 'https://ae01.alicdn.com/kf/UTB8dE7_levJXKJkSajhq6A7aFXac.jpg', 'https://ae01.alicdn.com/kf/UTB8D1k.lXfJXKJkSamHq6zLyVXaz.jpg', 'https://ae01.alicdn.com/kf/UTB8RW37lf2JXKJkSanrq6y3lVXa3.jpg', 'https://ae01.alicdn.com/kf/UTB8g.fHFmnEXKJk43Ubq6zLppXah.jpg']
O***D|RU|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|The Joystick works, very convenient to use. Delivery fast.|09 Dec 2018 06:25|||['https://ae01.alicdn.com/kf/UTB8ZvKCF9nEXKJk43Ubq6zLppXaN.jpg']
O***a|LV|width:100%|Color: black 3 together|Ships From: China Logistics: PostNL|Shipping 3 weeks. Whole box not folded. All items are in place. Buttons are easy to press. Like buying a gift for the New Year holidays, so do not know yet how.|05 Dec 2018 01:41|||['https://ae01.alicdn.com/kf/UTB81DgNFSnEXKJk43Ubq6zLppXa8.jpg', 'https://ae01.alicdn.com/kf/UTB8B7q1l0nJXKJkSaiyq6AhwXXaw.jpg', 'https://ae01.alicdn.com/kf/UTB8unyZFtoSdeJk43Owq6ya4XXaj.jpg', 'https://ae01.alicdn.com/kf/UTB83irbl1vJXKJkSajhq6A7aFXaI.jpg', 'https://ae01.alicdn.com/kf/UTB8NTyZFtoSdeJk43Owq6ya4XXag.jpg']
A***v|RU|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|THE Internet is full of reviews of this device, will not repeat. Note that this version has four mode to connect to different devices, Bluetooth. The set includes the receiver to connect to PC and phone holder. Can be used as remote control for TV box or smart TV, which have BT. Packaging is not reliable, speed of delivery normal, is monitored.|06 Dec 2018 11:04|||['https://ae01.alicdn.com/kf/UTB8SZlFF5DEXKJk43Oqq6Az3XXaB.jpg', 'https://ae01.alicdn.com/kf/UTB8AaHZlVfJXKJkSamHq6zLyVXad.jpg', 'https://ae01.alicdn.com/kf/UTB8MBJNF4HEXKJk43Jeq6yeeXXa2.jpg', 'https://ae01.alicdn.com/kf/UTB8EvGvE5aMiuJk43PTq6ySmXXal.jpg']
S***v|RU|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|Buy 11/11 Got Volgograd 05/15 Module for securing your phone was outside the box-why? The box Scoured The whole part. Will run after NG-Gift son|05 Dec 2018 09:43|||['https://ae01.alicdn.com/kf/UTB8So_glYPJXKJkSafSq6yqUXXaj.jpg', 'https://ae01.alicdn.com/kf/UTB8xqi_FtoSdeJk43Owq6ya4XXae.jpg']
N***v|RU|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|Come for 15 days. With high quality and accurate. But Russia is doing its job) Box not survived). And basically all sidetracking the plow. And the MI box works and the phone cling to a computer is also, through yusb adapter. Joystick come charged, charging or not is not tested. Then added a review, if that what thread kasyak jump out|03 Dec 2018 08:06|||['https://ae01.alicdn.com/kf/UTB8ThbYFODEXKJk43Oqq6Az3XXax.jpg', 'https://ae01.alicdn.com/kf/UTB8XKn3FFfFXKJk43Otq6xIPFXa9.jpg', 'https://ae01.alicdn.com/kf/UTB89y0YFtoSdeJk43Owq6ya4XXak.jpg', 'https://ae01.alicdn.com/kf/UTB81uL7FNHEXKJk43Jeq6yeeXXal.jpg', 'https://ae01.alicdn.com/kf/UTB8NIhWl3nJXKJkSaelq6xUzXXa6.jpg']
A***o|UA|width:100%|Color: black 3 together|Ships From: China Logistics: DHL e-commerce|Joystick come packed in 4. WITH Bluetooth and figured with adapter has no. The computer driver not installed. Adapter non-working or can not Windows fit 8.1. Took the New Mail. Will have to communicate with the seller. Later review|09 Dec 2018 03:17|||['https://ae01.alicdn.com/kf/UTB8OJA0l3nJXKJkSaelq6xUzXXao.jpg']
K***y|RU|width:100%|Color: black add Holder|Ships From: China Logistics: J-NET|Коробка пришла изрядно помятой - это видно на фото, но устройство не повреждено.|19 Jun 2018 02:49|there are numerous scuff, large probability, was be used. buyers аккуратней rest. see photo.|19 Jun 2018 11:15|['https://ae01.alicdn.com/kf/UTB8LG6YgbnJXKJkSahGq6xhzFXaF.jpg', 'https://ae01.alicdn.com/kf/UTB8Yd18AgQydeJk43PUq6AyQpXam.jpg', 'https://ae01.alicdn.com/kf/UTB8xmf8gXPJXKJkSahVq6xyzFXam.jpg', 'https://ae01.alicdn.com/kf/UTB8jWMfgf2JXKJkSanrq6y3lVXaA.jpg', 'https://ae01.alicdn.com/kf/UTB8J9ZigXfJXKJkSamHq6zLyVXac.jpg', 'https://ae01.alicdn.com/kf/UTB8qaJtAODEXKJk43Oqq6Az3XXaN.jpg', 'https://ae01.alicdn.com/kf/UTB8zzluASnEXKJk43Ubq6zLppXa4.jpg']
A***N|RU|width:100%|Color: black 3 together|Ships From: China Logistics: J-NET|Order 2 gamepad, both arrived relatively quickly, both work, sociable, answered all questions If you have any problems will show them in additional reviews|08 Dec 2018 02:55|||['https://ae01.alicdn.com/kf/UTB81NEPl1vJXKJkSajhq6A7aFXaN.jpg', 'https://ae01.alicdn.com/kf/UTB8ZAPiE5aMiuJk43PTq6ySmXXaM.jpg']
J***a|MX|width:100%|Color: black 3 together|Ships From: China Logistics: DHL e-commerce|Good seller WSH asked the package and was very kind to send it by that package, arrived in just 20 days. Not yet prove ALL But so far the why I have tested work well.|08 Sep 2018 14:20|ÑLos GamePads arrived in less than 20 days by ePackt (Estafeta). Recommend to the seller and if not find a price best purchasing new with. Creo I missed a Wireless USB plug adapter.|27 Oct 2018 22:13|['https://ae01.alicdn.com/kf/UTB8KRtoiVPJXKJkSahVq6xyzFXaz.jpg', 'https://ae01.alicdn.com/kf/UTB8WmsSCVfFXKJk43Otq6xIPFXat.jpg', 'https://ae01.alicdn.com/kf/UTB8NeQiEpfFXKJk43Otq6xIPFXaW.jpg', 'https://ae01.alicdn.com/kf/UTB8EVbakrPJXKJkSafSq6yqUXXaP.jpg', 'https://ae01.alicdn.com/kf/UTB8cFA5DyaMiuJk43PTq6ySmXXaT.jpg', 'https://ae01.alicdn.com/kf/UTB8EeUiEpfFXKJk43Otq6xIPFXar.jpg']
M***a|LK|width:100%|Color: black 3 together|Ships From: China Logistics: Singapore Post|I'm totlly satisfied with the product. It worths every cent I spent on it. It works great on PC. I suggest do a bit of google or youtube search if you are unclear about conneting it to devices. The usb cable provided didn't connect the controller to PC properly. So I used my phone charging cable.|22 Nov 2018 06:47|||['https://ae01.alicdn.com/kf/UTB8llzllrnJXKJkSahGq6xhzFXaR.jpg', 'https://ae01.alicdn.com/kf/UTB8VM_BlpfJXKJkSamHq6zLyVXaL.jpg', 'https://ae01.alicdn.com/kf/UTB8LpN_FyDEXKJk43Oqq6Az3XXaO.jpg', 'https://ae01.alicdn.com/kf/UTB80tPrlDzIXKJkSafVq6yWgXXaO.jpg']
A***a|UA|width:100%|Color: black 3 together|Ships From: China Logistics: 139 ECONOMIC Package|Parcel arrived very quickly, the box was folded like everything intact, not checked, the seller did not communicate|10 Aug 2018 05:59|||['https://ae01.alicdn.com/kf/UTB81tiJCiDEXKJk43Oqq6Az3XXad.jpg', 'https://ae01.alicdn.com/kf/UTB8ZS1JhVfJXKJkSamHq6zLyVXa7.jpg', 'https://ae01.alicdn.com/kf/UTB87S3zBRahduJk43Jaq6zM8FXaR.jpg', 'https://ae01.alicdn.com/kf/UTB8D2TCBiaMiuJk43PTq6ySmXXau.jpg', 'https://ae01.alicdn.com/kf/UTB83.uEhVPJXKJkSahVq6xyzFXaZ.jpg']
Y***v|RU|width:100%|Color: black 3 together|Ships From: China Logistics: CDEK|Through dancing with a connected and noutu on 10 windsurfing, played in the need for speed, and the phone. The asphalt played. A bit inconvenient, but it worked. Long catching up, how to make joystick пахат. In the game|17 Nov 2018 07:11|||['https://ae01.alicdn.com/kf/UTB87L3OlbPJXKJkSafSq6yqUXXaH.jpg']
D***d|RU|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|It works, only zapokovali not the photo shows a box.|07 Dec 2018 07:25|||['https://ae01.alicdn.com/kf/UTB8EEh9F5DEXKJk43Oqq6Az3XXa7.jpg', 'https://ae01.alicdn.com/kf/UTB8Lqq0E5aMiuJk43PTq6ySmXXaP.jpg', 'https://ae01.alicdn.com/kf/UTB8NKcblYnJXKJkSahGq6xhzFXaU.jpg']
A***z|UA|width:80%|Color: black 3 together|Ships From: China Logistics: DHL e-commerce|Delivered quickly, but not all games support.|11 Dec 2018 10:26|||[]
K***n|RU|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|Box wrinkled, but the game is all right. Thank you.|28 Nov 2018 08:32|||['https://ae01.alicdn.com/kf/UTB8E7g8FCnEXKJk43Ubq6zLppXa0.jpg', 'https://ae01.alicdn.com/kf/UTB8UAg8FCnEXKJk43Ubq6zLppXaJ.jpg']
V***v|RU|width:100%|Color: black add Holder|Ships From: China Logistics: ePacket|Ordered gamepad 12.11.2018, came 03.12.2018. Box wrinkled, performance gamepad is not affected. Gempad working, communication with the seller, seller recommend. The money is a great game!|05 Dec 2018 05:55|||['https://ae01.alicdn.com/kf/UTB8w4DilVfJXKJkSamHq6zLyVXaB.jpg', 'https://ae01.alicdn.com/kf/UTB8S7Tal__IXKJkSalUq6yBzVXab.jpg', 'https://ae01.alicdn.com/kf/UTB8RL5_l3nJXKJkSaelq6xUzXXaj.jpg', 'https://ae01.alicdn.com/kf/UTB86DI6FGrFXKJk43Ovq6ybnpXaT.jpg']
A***n|RU|width:100%|Color: black 3 together|Ships From: China Logistics: J-NET|The Parcel was a month. Box wrinkled, but the contents of the box is not affected. All as ordered, it works. Recommend seller.|20 Jul 2018 05:46|||['https://ae01.alicdn.com/kf/UTB85NkqBpfFXKJk43Otq6xIPFXav.jpg', 'https://ae01.alicdn.com/kf/UTB87ZTBhgnJXKJkSaelq6xUzXXa7.jpg', 'https://ae01.alicdn.com/kf/UTB8rHPAhdnJXKJkSaiyq6AhwXXaT.jpg', 'https://ae01.alicdn.com/kf/UTB8LADFhnzIXKJkSafVq6yWgXXaH.jpg', 'https://ae01.alicdn.com/kf/UTB8TAHFhnzIXKJkSafVq6yWgXXaw.jpg']
J***a|ES|width:100%|Color: white add Holder|Ships From: China Logistics: AliExpress Standard Shipping|The box leaves desired by the hauler But going perfect foremost and with the item very happy Recommend seller|07 Dec 2018 17:29|||['https://ae01.alicdn.com/kf/UTB86pz4FwQydeJk43PUq6AyQpXar.jpg']
K***i|MD|width:100%|Color: black 3 together|Ships From: China Logistics: PostNL|Very satisfied with the goods. To connect to PC, use a whistle, press select + HOME.|28 Aug 2018 07:17|||['https://ae01.alicdn.com/kf/UTB8C6fiCSnEXKJk43Ubq6zLppXa6.jpg', 'https://ae01.alicdn.com/kf/UTB8QCbDiwnJXKJkSaelq6xUzXXaa.jpg', 'https://ae01.alicdn.com/kf/UTB8atLxCFfFXKJk43Otq6xIPFXaW.jpg', 'https://ae01.alicdn.com/kf/UTB8cPAfBOaMiuJk43PTq6ySmXXak.jpg', 'https://ae01.alicdn.com/kf/UTB8BaHCirnJXKJkSahGq6xhzFXap.jpg']
M***m|UA|width:100%|Color: black 3 together|Ships From: China Logistics: DHL e-commerce|fast shipping straight привёз courier home. game excellent, all. thank you seller! recommend!|13 Jul 2018 15:03|||['https://ae01.alicdn.com/kf/UTB8h8s5BmnEXKJk43Ubq6zLppXai.jpg', 'https://ae01.alicdn.com/kf/UTB8OEoggYnJXKJkSahGq6xhzFXaG.jpg', 'https://ae01.alicdn.com/kf/UTB8uOIng9bIXKJkSaefq6yasXXai.jpg', 'https://ae01.alicdn.com/kf/UTB8Z4cog_zIXKJkSafVq6yWgXXag.jpg', 'https://ae01.alicdn.com/kf/UTB8oA.qg22JXKJkSanrq6y3lVXaD.jpg']
A***v|RU|width:100%|Color: black|Ships From: China Logistics: ePacket|Very fast shipping, quality joystick is excellent|15 Sep 2018 11:12|||['https://ae01.alicdn.com/kf/UTB8qugcDhHEXKJk43Jeq6yeeXXaO.jpg', 'https://ae01.alicdn.com/kf/UTB80RI1iVfJXKJkSamHq6zLyVXaG.jpg', 'https://ae01.alicdn.com/kf/UTB8ewBSC8ahduJk43Jaq6zM8FXaz.jpg', 'https://ae01.alicdn.com/kf/UTB8TuQTi__IXKJkSalUq6yBzVXaU.jpg']
E***a|PE|width:100%|Color: black 3 together|Ships From: China Logistics: AliExpress Standard Shipping|Very good furniture product has a premium finish very pleasant to the touch well nice as I played 2 games and work'm perfectly happy with my purchase and also get well fast in 3 weeks recommended seller….|30 Sep 2018 12:28|The knob is great works of marvel came fast to Peru seller recommended|17 Nov 2018 22:41|['https://ae01.alicdn.com/kf/UTB8_pgkjpfJXKJkSamHq6zLyVXaj.jpg', 'https://ae01.alicdn.com/kf/UTB8cGcODgQydeJk43PUq6AyQpXax.jpg', 'https://ae01.alicdn.com/kf/UTB82Vcfjv2JXKJkSanrq6y3lVXaH.jpg', 'https://ae01.alicdn.com/kf/UTB8BqcODgQydeJk43PUq6AyQpXaq.jpg', 'https://ae01.alicdn.com/kf/UTB8KGw3DdoSdeJk43Owq6ya4XXaR.jpg']
T***r|HU|width:100%|Color: black|Ships From: China Logistics: PostNL|It works perfect with my mediabox (android). Only a few game supports controller, but of course this is not the fault of the X3 controller. I recommend!|27 Nov 2018 12:24|||['https://ae01.alicdn.com/kf/UTB8m9iKFdoSdeJk43Owq6ya4XXay.jpg']
A***v|RU|width:100%|Color: black|Ships From: China Logistics: ePacket|Bought for 498 rubles. On sale 11.11. Shipping 2 weeks before Kazan, track completely. Packaging medium, can and more reliable, all the road going on. Product Description box come wrinkled little, but the game pad and a works. Acquired for TV box. Included was a cable micro USB for charging pad. Connected via Bluetooth without problems, set-top box Android just found it. Checked games, emulator and it works. Game Pad can be used as mouse, переключившись on dr. Mode. Satisfied with the product, recommend! Thank you for goods and good luck to the store!|02 Dec 2018 09:28|||['https://ae01.alicdn.com/kf/UTB8sDJil__IXKJkSalUq6yBzVXaT.jpg', 'https://ae01.alicdn.com/kf/UTB8UspalYnJXKJkSahGq6xhzFXaR.jpg']
AliExpress Shopper|KG|width:100%|Color: black 3 together|Ships From: China Logistics: AliExpress Standard Shipping|Reached 29 days. Box is not badly mauled. Joystick looks beautiful. The work has not yet been tested|20 Nov 2018 02:16|IN pubg not playing. Bad|25 Nov 2018 07:16|['https://ae01.alicdn.com/kf/UTB8oX47lDzIXKJkSafVq6yWgXXaD.jpg', 'https://ae01.alicdn.com/kf/UTB8yqQRFiDEXKJk43Oqq6Az3XXak.jpg', 'https://ae01.alicdn.com/kf/UTB8LH5EE8ahduJk43Jaq6zM8FXaP.jpg']
AliExpress Shopper|RU|width:100%|Color: black add Receiver|Ships From: China Logistics: ePacket|All match the description, sociable, posting was 3 weeks, track. Game Pad works with your phone and PC.|14 Nov 2018 10:03|And yet there is 1 a significant disadvantage is directinput. Gamepad not all games work have to resort to эмуляторам, and with them appear delay.|14 Nov 2018 12:53|['https://ae01.alicdn.com/kf/UTB8xrGuFhHEXKJk43Jeq6yeeXXaN.jpg', 'https://ae01.alicdn.com/kf/UTB807GqFXfFXKJk43Otq6xIPFXaD.jpg']
O***b|TR|width:100%|Color: black 3 together|Ships From: China Logistics: PostNL|Excellent fast shipping. But note that you should carry its own program to activate the gaming|21 Oct 2018 03:17|||['https://ae01.alicdn.com/kf/UTB89sSikf2JXKJkSanrq6y3lVXa9.jpg', 'https://ae01.alicdn.com/kf/UTB8cxGgkbPJXKJkSafSq6yqUXXa8.jpg', 'https://ae01.alicdn.com/kf/UTB8Xw7jEhHEXKJk43Jeq6yeeXXa2.jpg', 'https://ae01.alicdn.com/kf/UTB8gGadknzIXKJkSafVq6yWgXXaN.jpg', 'https://ae01.alicdn.com/kf/UTB8RXafkn_IXKJkSalUq6yBzVXad.jpg']
D***n|US|width:100%|Color: black 3 together|Ships From: China Logistics: ePacket|Shipping Ulyanovsk 18 days. The quality is good. Seller recommend.|29 Nov 2018 01:23|||['https://ae01.alicdn.com/kf/UTB8KovmlHnJXKJkSahGq6xhzFXaL.jpg', 'https://ae01.alicdn.com/kf/UTB8psTslMnJXKJkSaelq6xUzXXao.jpg']
